"country","year","month","flu_activity","dengue_activity","infant_mortality","life_expectancy","continent"
Austria,2014,"06",594,,,,
Austria,2014,"06",562,,,,
Austria,2014,"06",793,,,,
Austria,2014,"06",632,,,,
Austria,2014,"07",509,,,,
Austria,2014,"07",540,,,,
Austria,2014,"07",591,,,,
Austria,2014,"07",577,,,,
Austria,2014,"08",659,,,,
Austria,2014,"08",491,,,,
Austria,2014,"08",568,,,,
Austria,2014,"08",603,,,,
Austria,2014,"08",501,,,,
Austria,2014,"09",1064,,,,
Austria,2014,"09",1064,,,,
Austria,2014,"09",984,,,,
Austria,2014,"09",775,,,,
Austria,2014,"10",1018,,,,
Austria,2014,"10",1066,,,,
Austria,2014,"10",1062,,,,
Austria,2014,"10",1123,,,,
Austria,2014,"11",1101,,,,
Austria,2014,"11",1165,,,,
Austria,2014,"11",1222,,,,
Austria,2014,"11",1205,,,,
Austria,2014,"11",1246,,,,
Austria,2014,"12",1602,,,,
Austria,2014,"12",1450,,,,
Austria,2014,"12",1436,,,,
Austria,2014,"12",1360,,,,
Austria,2015,"01",1686,,,,
Austria,2015,"01",2465,,,,
Austria,2015,"01",2035,,,,
Austria,2015,"01",1717,,,,
Austria,2015,"02",2873,,,,
Austria,2015,"02",2972,,,,
Austria,2015,"02",2645,,,,
Austria,2015,"02",2867,,,,
Austria,2015,"03",1459,,,,
Austria,2015,"03",1902,,,,
Austria,2015,"03",2179,,,,
Austria,2015,"03",1618,,,,
Austria,2015,"03",1094,,,,
Austria,2015,"04",710,,,,
Austria,2015,"04",929,,,,
Austria,2015,"04",1101,,,,
Austria,2015,"04",831,,,,
Austria,2015,"05",727,,,,
Austria,2015,"05",714,,,,
Austria,2015,"05",642,,,,
Austria,2015,"05",648,,,,
Austria,2015,"05",649,,,,
Austria,2015,"06",641,,,,
Austria,2015,"06",641,,,,
Austria,2015,"06",619,,,,
Austria,2015,"06",648,,,,
Austria,2015,"07",506,,,,
Austria,2015,"07",519,,,,
Austria,2015,"07",538,,,,
Austria,2015,"07",568,,,,
Austria,2015,"08",506,,,,
Austria,2015,"08",494,,,,
Belgium,2002,"12",,,,,
Belgium,2003,"01",,,,,
Belgium,2003,"01",,,,,
Belgium,2003,"01",,,,,
Belgium,2003,"01",,,,,
Belgium,2003,"02",,,,,
Belgium,2003,"02",,,,,
Belgium,2003,"02",,,,,
Belgium,2003,"02",,,,,
Belgium,2003,"03",,,,,
Belgium,2003,"03",,,,,
Belgium,2003,"03",,,,,
Belgium,2003,"03",,,,,
Belgium,2003,"03",,,,,
Belgium,2003,"04",,,,,
Belgium,2003,"04",,,,,
Belgium,2003,"04",,,,,
Belgium,2003,"04",,,,,
Belgium,2003,"05",,,,,
Belgium,2003,"05",,,,,
Belgium,2003,"05",,,,,
Belgium,2003,"05",,,,,
Belgium,2003,"06",,,,,
Belgium,2003,"06",,,,,
Belgium,2003,"06",,,,,
Belgium,2003,"06",,,,,
Belgium,2003,"06",,,,,
Belgium,2003,"07",,,,,
Belgium,2003,"07",,,,,
Belgium,2003,"07",,,,,
Belgium,2003,"07",,,,,
Belgium,2003,"08",,,,,
Belgium,2003,"08",,,,,
Belgium,2003,"08",,,,,
Belgium,2003,"08",,,,,
Belgium,2003,"08",,,,,
Belgium,2003,"09",,,,,
Belgium,2003,"09",,,,,
Belgium,2003,"09",,,,,
Belgium,2003,"09",50,,,,
Belgium,2003,"10",54,,,,
Belgium,2003,"10",63,,,,
Belgium,2003,"10",44,,,,
Belgium,2003,"10",112,,,,
Belgium,2003,"11",133,,,,
Belgium,2003,"11",74,,,,
Belgium,2003,"11",725,,,,
Belgium,2003,"11",273,,,,
Belgium,2003,"11",70,,,,
Belgium,2003,"12",159,,,,
Belgium,2003,"12",265,,,,
Belgium,2003,"12",729,,,,
Belgium,2003,"12",832,,,,
Belgium,2004,"01",78,,,,
Belgium,2004,"01",93,,,,
Belgium,2004,"01",68,,,,
Belgium,2004,"01",119,,,,
Belgium,2004,"02",44,,,,
Belgium,2004,"02",80,,,,
Belgium,2004,"02",65,,,,
Belgium,2004,"02",61,,,,
Belgium,2004,"02",64,,,,
Belgium,2004,"03",70,,,,
Belgium,2004,"03",109,,,,
Belgium,2004,"03",43,,,,
Belgium,2004,"03",61,,,,
Belgium,2004,"04",32,,,,
Belgium,2004,"04",21,,,,
Belgium,2004,"04",29,,,,
Belgium,2004,"04",24,,,,
Belgium,2004,"05",34,,,,
Belgium,2004,"05",33,,,,
Belgium,2004,"05",38,,,,
Belgium,2004,"05",41,,,,
Belgium,2004,"05",42,,,,
Belgium,2004,"06",19,,,,
Belgium,2004,"06",28,,,,
Belgium,2004,"06",16,,,,
Belgium,2004,"06",10,,,,
Belgium,2004,"07",19,,,,
Belgium,2004,"07",13,,,,
Belgium,2004,"07",9,,,,
Belgium,2004,"07",11,,,,
Belgium,2004,"08",11,,,,
Belgium,2004,"08",11,,,,
Belgium,2004,"08",10,,,,
Belgium,2004,"08",11,,,,
Belgium,2004,"08",8,,,,
Belgium,2004,"09",75,,,,
Belgium,2004,"09",54,,,,
Belgium,2004,"09",34,,,,
Belgium,2004,"09",26,,,,
Belgium,2004,"10",63,,,,
Belgium,2004,"10",81,,,,
Belgium,2004,"10",53,,,,
Belgium,2004,"10",95,,,,
Belgium,2004,"10",49,,,,
Belgium,2004,"11",105,,,,
Belgium,2004,"11",63,,,,
Belgium,2004,"11",67,,,,
Belgium,2004,"11",120,,,,
Belgium,2004,"12",169,,,,
Belgium,2004,"12",144,,,,
Belgium,2004,"12",116,,,,
Belgium,2004,"12",137,,,,
Belgium,2005,"01",203,,,,
Belgium,2005,"01",233,,,,
Belgium,2005,"01",201,,,,
Belgium,2005,"01",191,,,,
Belgium,2005,"01",168,,,,
Belgium,2005,"02",419,,,,
Belgium,2005,"02",429,,,,
Belgium,2005,"02",492,,,,
Belgium,2005,"02",379,,,,
Belgium,2005,"03",413,,,,
Belgium,2005,"03",330,,,,
Belgium,2005,"03",164,,,,
Belgium,2005,"03",72,,,,
Belgium,2005,"04",55,,,,
Belgium,2005,"04",57,,,,
Belgium,2005,"04",59,,,,
Belgium,2005,"04",59,,,,
Belgium,2005,"05",50,,,,
Belgium,2005,"05",67,,,,
Belgium,2005,"05",64,,,,
Belgium,2005,"05",65,,,,
Belgium,2005,"05",84,,,,
Belgium,2005,"06",26,,,,
Belgium,2005,"06",25,,,,
Belgium,2005,"06",42,,,,
Belgium,2005,"06",47,,,,
Belgium,2005,"07",18,,,,
Belgium,2005,"07",24,,,,
Belgium,2005,"07",21,,,,
Belgium,2005,"07",12,,,,
Belgium,2005,"07",24,,,,
Belgium,2005,"08",22,,,,
Belgium,2005,"08",18,,,,
Belgium,2005,"08",25,,,,
Belgium,2005,"08",31,,,,
Belgium,2005,"09",39,,,,
Belgium,2005,"09",40,,,,
Belgium,2005,"09",68,,,,
Belgium,2005,"09",35,,,,
Belgium,2005,"10",98,,,,
Belgium,2005,"10",80,,,,
Belgium,2005,"10",113,,,,
Belgium,2005,"10",71,,,,
Belgium,2005,"10",88,,,,
Belgium,2005,"11",99,,,,
Belgium,2005,"11",192,,,,
Belgium,2005,"11",166,,,,
Belgium,2005,"11",185,,,,
Belgium,2005,"12",119,,,,
Belgium,2005,"12",201,,,,
Belgium,2005,"12",168,,,,
Belgium,2005,"12",121,,,,
Belgium,2006,"01",119,,,,
Belgium,2006,"01",131,,,,
Belgium,2006,"01",151,,,,
Belgium,2006,"01",117,,,,
Belgium,2006,"01",163,,,,
Belgium,2006,"02",326,,,,
Belgium,2006,"02",245,,,,
Belgium,2006,"02",297,,,,
Belgium,2006,"02",263,,,,
Belgium,2006,"03",217,,,,
Belgium,2006,"03",193,,,,
Belgium,2006,"03",147,,,,
Belgium,2006,"03",252,,,,
Belgium,2006,"04",38,,,,
Belgium,2006,"04",53,,,,
Belgium,2006,"04",62,,,,
Belgium,2006,"04",45,,,,
Belgium,2006,"04",81,,,,
Belgium,2006,"05",45,,,,
Belgium,2006,"05",39,,,,
Belgium,2006,"05",43,,,,
Belgium,2006,"05",29,,,,
Belgium,2006,"06",26,,,,
Belgium,2006,"06",30,,,,
Belgium,2006,"06",14,,,,
Belgium,2006,"06",36,,,,
Belgium,2006,"07",9,,,,
Belgium,2006,"07",14,,,,
Belgium,2006,"07",7,,,,
Belgium,2006,"07",11,,,,
Belgium,2006,"07",15,,,,
Belgium,2006,"08",16,,,,
Belgium,2006,"08",16,,,,
Belgium,2006,"08",14,,,,
Belgium,2006,"08",9,,,,
Belgium,2006,"09",31,,,,
Belgium,2006,"09",33,,,,
Belgium,2006,"09",41,,,,
Belgium,2006,"09",21,,,,
Belgium,2006,"10",47,,,,
Belgium,2006,"10",36,,,,
Belgium,2006,"10",58,,,,
Belgium,2006,"10",65,,,,
Belgium,2006,"10",63,,,,
Belgium,2006,"11",96,,,,
Belgium,2006,"11",72,,,,
Belgium,2006,"11",65,,,,
Belgium,2006,"11",84,,,,
Belgium,2006,"12",85,,,,
Belgium,2006,"12",83,,,,
Belgium,2006,"12",83,,,,
Belgium,2006,"12",109,,,,
Belgium,2006,"12",96,,,,
Belgium,2007,"01",113,,,,
Belgium,2007,"01",113,,,,
Belgium,2007,"01",137,,,,
Belgium,2007,"01",294,,,,
Belgium,2007,"02",530,,,,
Belgium,2007,"02",976,,,,
Belgium,2007,"02",531,,,,
Belgium,2007,"02",900,,,,
Belgium,2007,"03",66,,,,
Belgium,2007,"03",196,,,,
Belgium,2007,"03",110,,,,
Belgium,2007,"03",94,,,,
Belgium,2007,"04",45,,,,
Belgium,2007,"04",40,,,,
Belgium,2007,"04",41,,,,
Belgium,2007,"04",48,,,,
Belgium,2007,"04",32,,,,
Belgium,2007,"05",37,,,,
Belgium,2007,"05",37,,,,
Belgium,2007,"05",38,,,,
Belgium,2007,"05",25,,,,
Belgium,2007,"06",14,,,,
Belgium,2007,"06",15,,,,
Belgium,2007,"06",29,,,,
Belgium,2007,"06",24,,,,
Belgium,2007,"07",14,,,,
Belgium,2007,"07",18,,,,
Belgium,2007,"07",23,,,,
Belgium,2007,"07",18,,,,
Belgium,2007,"07",15,,,,
Belgium,2007,"08",10,,,,
Belgium,2007,"08",15,,,,
Belgium,2007,"08",16,,,,
Belgium,2007,"08",12,,,,
Belgium,2007,"09",80,,,,
Belgium,2007,"09",55,,,,
Belgium,2007,"09",70,,,,
Belgium,2007,"09",30,,,,
Belgium,2007,"09",18,,,,
Belgium,2007,"10",70,,,,
Belgium,2007,"10",80,,,,
Belgium,2007,"10",62,,,,
Belgium,2007,"10",95,,,,
Belgium,2007,"11",90,,,,
Belgium,2007,"11",97,,,,
Belgium,2007,"11",151,,,,
Belgium,2007,"11",122,,,,
Belgium,2007,"12",156,,,,
Belgium,2007,"12",127,,,,
Belgium,2007,"12",124,,,,
Belgium,2007,"12",154,,,,
Belgium,2007,"12",98,,,,
Belgium,2008,"01",177,,,,
Belgium,2008,"01",179,,,,
Belgium,2008,"01",210,,,,
Belgium,2008,"01",187,,,,
Belgium,2008,"02",293,,,,
Belgium,2008,"02",175,,,,
Belgium,2008,"02",275,,,,
Belgium,2008,"02",251,,,,
Belgium,2008,"03",215,,,,
Belgium,2008,"03",118,,,,
Belgium,2008,"03",154,,,,
Belgium,2008,"03",96,,,,
Belgium,2008,"03",81,,,,
Belgium,2008,"04",66,,,,
Belgium,2008,"04",69,,,,
Belgium,2008,"04",52,,,,
Belgium,2008,"04",75,,,,
Belgium,2008,"05",24,,,,
Belgium,2008,"05",32,,,,
Belgium,2008,"05",31,,,,
Belgium,2008,"05",51,,,,
Belgium,2008,"06",18,,,,
Belgium,2008,"06",19,,,,
Belgium,2008,"06",23,,,,
Belgium,2008,"06",27,,,,
Belgium,2008,"06",26,,,,
Belgium,2008,"07",13,,,,
Belgium,2008,"07",14,,,,
Belgium,2008,"07",12,,,,
Belgium,2008,"07",14,,,,
Belgium,2008,"08",19,,,,
Belgium,2008,"08",17,,,,
Belgium,2008,"08",15,,,,
Belgium,2008,"08",13,,,,
Belgium,2008,"08",14,,,,
Belgium,2008,"09",88,,,,
Belgium,2008,"09",47,,,,
Belgium,2008,"09",30,,,,
Belgium,2008,"09",75,,,,
Belgium,2008,"10",77,,,,
Belgium,2008,"10",82,,,,
Belgium,2008,"10",71,,,,
Belgium,2008,"10",83,,,,
Belgium,2008,"11",80,,,,
Belgium,2008,"11",123,,,,
Belgium,2008,"11",91,,,,
Belgium,2008,"11",124,,,,
Belgium,2008,"11",108,,,,
Belgium,2008,"12",109,,,,
Belgium,2008,"12",173,,,,
Belgium,2008,"12",149,,,,
Belgium,2008,"12",131,,,,
Belgium,2009,"01",665,,,,
Belgium,2009,"01",1008,,,,
Belgium,2009,"01",1089,,,,
Belgium,2009,"01",308,,,,
Belgium,2009,"02",243,,,,
Belgium,2009,"02",438,,,,
Belgium,2009,"02",797,,,,
Belgium,2009,"02",140,,,,
Belgium,2009,"03",63,,,,
Belgium,2009,"03",113,,,,
Belgium,2009,"03",54,,,,
Belgium,2009,"03",84,,,,
Belgium,2009,"03",76,,,,
Belgium,2009,"04",37,,,,
Belgium,2009,"04",39,,,,
Belgium,2009,"04",54,,,,
Belgium,2009,"04",68,,,,
Belgium,2009,"05",35,,,,
Belgium,2009,"05",31,,,,
Belgium,2009,"05",63,,,,
Belgium,2009,"05",56,,,,
Belgium,2009,"05",56,,,,
Belgium,2009,"06",19,,,,
Belgium,2009,"06",31,,,,
Belgium,2009,"06",14,,,,
Belgium,2009,"06",24,,,,
Belgium,2009,"07",101,,,,
Belgium,2009,"07",69,,,,
Belgium,2009,"07",38,,,,
Belgium,2009,"07",80,,,,
Belgium,2009,"08",50,,,,
Belgium,2009,"08",68,,,,
Belgium,2009,"08",62,,,,
Belgium,2009,"08",62,,,,
Belgium,2009,"08",89,,,,
Belgium,2009,"09",137,,,,
Belgium,2009,"09",106,,,,
Belgium,2009,"09",135,,,,
Belgium,2009,"09",158,,,,
Belgium,2009,"10",200,,,,
Belgium,2009,"10",866,,,,
Belgium,2009,"10",591,,,,
Belgium,2009,"10",318,,,,
Belgium,2009,"11",200,,,,
Belgium,2009,"11",327,,,,
Belgium,2009,"11",131,,,,
Belgium,2009,"11",517,,,,
Belgium,2009,"11",105,,,,
Belgium,2009,"12",79,,,,
Belgium,2009,"12",100,,,,
Belgium,2009,"12",67,,,,
Belgium,2009,"12",59,,,,
Belgium,2010,"01",81,,,,
Belgium,2010,"01",61,,,,
Belgium,2010,"01",63,,,,
Belgium,2010,"01",59,,,,
Belgium,2010,"01",64,,,,
Belgium,2010,"02",55,,,,
Belgium,2010,"02",46,,,,
Belgium,2010,"02",65,,,,
Belgium,2010,"02",48,,,,
Belgium,2010,"03",47,,,,
Belgium,2010,"03",52,,,,
Belgium,2010,"03",54,,,,
Belgium,2010,"03",34,,,,
Belgium,2010,"04",26,,,,
Belgium,2010,"04",25,,,,
Belgium,2010,"04",24,,,,
Belgium,2010,"04",22,,,,
Belgium,2010,"05",31,,,,
Belgium,2010,"05",26,,,,
Belgium,2010,"05",27,,,,
Belgium,2010,"05",22,,,,
Belgium,2010,"05",35,,,,
Belgium,2010,"06",16,,,,
Belgium,2010,"06",7,,,,
Belgium,2010,"06",11,,,,
Belgium,2010,"06",12,,,,
Belgium,2010,"07",8,,,,
Belgium,2010,"07",8,,,,
Belgium,2010,"07",7,,,,
Belgium,2010,"07",9,,,,
Belgium,2010,"08",21,,,,
Belgium,2010,"08",11,,,,
Belgium,2010,"08",17,,,,
Belgium,2010,"08",11,,,,
Belgium,2010,"08",9,,,,
Belgium,2010,"09",74,,,,
Belgium,2010,"09",72,,,,
Belgium,2010,"09",54,,,,
Belgium,2010,"09",34,,,,
Belgium,2010,"10",65,,,,
Belgium,2010,"10",57,,,,
Belgium,2010,"10",61,,,,
Belgium,2010,"10",58,,,,
Belgium,2010,"10",48,,,,
Belgium,2010,"11",54,,,,
Belgium,2010,"11",46,,,,
Belgium,2010,"11",102,,,,
Belgium,2010,"11",73,,,,
Belgium,2010,"12",333,,,,
Belgium,2010,"12",122,,,,
Belgium,2010,"12",195,,,,
Belgium,2010,"12",171,,,,
Belgium,2011,"01",551,,,,
Belgium,2011,"01",291,,,,
Belgium,2011,"01",329,,,,
Belgium,2011,"01",326,,,,
Belgium,2011,"01",482,,,,
Belgium,2011,"02",134,,,,
Belgium,2011,"02",116,,,,
Belgium,2011,"02",189,,,,
Belgium,2011,"02",286,,,,
Belgium,2011,"03",62,,,,
Belgium,2011,"03",80,,,,
Belgium,2011,"03",79,,,,
Belgium,2011,"03",58,,,,
Belgium,2011,"04",32,,,,
Belgium,2011,"04",41,,,,
Belgium,2011,"04",47,,,,
Belgium,2011,"04",31,,,,
Belgium,2011,"05",23,,,,
Belgium,2011,"05",21,,,,
Belgium,2011,"05",26,,,,
Belgium,2011,"05",25,,,,
Belgium,2011,"05",24,,,,
Belgium,2011,"06",13,,,,
Belgium,2011,"06",16,,,,
Belgium,2011,"06",17,,,,
Belgium,2011,"06",9,,,,
Belgium,2011,"07",10,,,,
Belgium,2011,"07",9,,,,
Belgium,2011,"07",10,,,,
Belgium,2011,"07",11,,,,
Belgium,2011,"07",11,,,,
Belgium,2011,"08",8,,,,
Belgium,2011,"08",9,,,,
Belgium,2011,"08",7,,,,
Belgium,2011,"08",7,,,,
Belgium,2011,"09",36,,,,
Belgium,2011,"09",17,,,,
Belgium,2011,"09",12,,,,
Belgium,2011,"09",40,,,,
Belgium,2011,"10",51,,,,
Belgium,2011,"10",62,,,,
Belgium,2011,"10",82,,,,
Belgium,2011,"10",45,,,,
Belgium,2011,"10",55,,,,
Belgium,2011,"11",59,,,,
Belgium,2011,"11",96,,,,
Belgium,2011,"11",88,,,,
Belgium,2011,"11",82,,,,
Belgium,2011,"12",109,,,,
Belgium,2011,"12",80,,,,
Belgium,2011,"12",80,,,,
Belgium,2011,"12",93,,,,
Belgium,2012,"01",72,,,,
Belgium,2012,"01",68,,,,
Belgium,2012,"01",90,,,,
Belgium,2012,"01",98,,,,
Belgium,2012,"01",122,,,,
Belgium,2012,"02",543,,,,
Belgium,2012,"02",231,,,,
Belgium,2012,"02",414,,,,
Belgium,2012,"02",439,,,,
Belgium,2012,"03",162,,,,
Belgium,2012,"03",100,,,,
Belgium,2012,"03",69,,,,
Belgium,2012,"03",243,,,,
Belgium,2012,"04",53,,,,
Belgium,2012,"04",42,,,,
Belgium,2012,"04",29,,,,
Belgium,2012,"04",37,,,,
Belgium,2012,"04",40,,,,
Belgium,2012,"05",33,,,,
Belgium,2012,"05",31,,,,
Belgium,2012,"05",39,,,,
Belgium,2012,"05",23,,,,
Belgium,2012,"06",19,,,,
Belgium,2012,"06",21,,,,
Belgium,2012,"06",17,,,,
Belgium,2012,"06",20,,,,
Belgium,2012,"07",12,,,,
Belgium,2012,"07",14,,,,
Belgium,2012,"07",12,,,,
Belgium,2012,"07",17,,,,
Belgium,2012,"07",15,,,,
Belgium,2012,"08",11,,,,
Belgium,2012,"08",10,,,,
Belgium,2012,"08",10,,,,
Belgium,2012,"08",13,,,,
Belgium,2012,"09",77,,,,
Belgium,2012,"09",66,,,,
Belgium,2012,"09",17,,,,
Belgium,2012,"09",43,,,,
Belgium,2012,"09",26,,,,
Belgium,2012,"10",49,,,,
Belgium,2012,"10",51,,,,
Belgium,2012,"10",59,,,,
Belgium,2012,"10",70,,,,
Belgium,2012,"11",70,,,,
Belgium,2012,"11",80,,,,
Belgium,2012,"11",79,,,,
Belgium,2012,"11",59,,,,
Belgium,2012,"12",143,,,,
Belgium,2012,"12",129,,,,
Belgium,2012,"12",207,,,,
Belgium,2012,"12",94,,,,
Belgium,2012,"12",270,,,,
Belgium,2013,"01",372,,,,
Belgium,2013,"01",1499,,,,
Belgium,2013,"01",802,,,,
Belgium,2013,"01",374,,,,
Belgium,2013,"02",494,,,,
Belgium,2013,"02",753,,,,
Belgium,2013,"02",1064,,,,
Belgium,2013,"02",1387,,,,
Belgium,2013,"03",147,,,,
Belgium,2013,"03",210,,,,
Belgium,2013,"03",348,,,,
Belgium,2013,"03",124,,,,
Belgium,2013,"03",102,,,,
Belgium,2013,"04",78,,,,
Belgium,2013,"04",48,,,,
Belgium,2013,"04",37,,,,
Belgium,2013,"04",38,,,,
Belgium,2013,"05",39,,,,
Belgium,2013,"05",35,,,,
Belgium,2013,"05",39,,,,
Belgium,2013,"05",45,,,,
Belgium,2013,"06",26,,,,
Belgium,2013,"06",15,,,,
Belgium,2013,"06",19,,,,
Belgium,2013,"06",17,,,,
Belgium,2013,"06",26,,,,
Belgium,2013,"07",12,,,,
Belgium,2013,"07",10,,,,
Belgium,2013,"07",8,,,,
Belgium,2013,"07",8,,,,
Belgium,2013,"08",15,,,,
Belgium,2013,"08",9,,,,
Belgium,2013,"08",12,,,,
Belgium,2013,"08",10,,,,
Belgium,2013,"09",80,,,,
Belgium,2013,"09",14,,,,
Belgium,2013,"09",27,,,,
Belgium,2013,"09",60,,,,
Belgium,2013,"09",80,,,,
Belgium,2013,"10",60,,,,
Belgium,2013,"10",66,,,,
Belgium,2013,"10",60,,,,
Belgium,2013,"10",50,,,,
Belgium,2013,"11",70,,,,
Belgium,2013,"11",67,,,,
Belgium,2013,"11",121,,,,
Belgium,2013,"11",107,,,,
Belgium,2013,"12",115,,,,
Belgium,2013,"12",124,,,,
Belgium,2013,"12",107,,,,
Belgium,2013,"12",90,,,,
Belgium,2013,"12",102,,,,
Belgium,2014,"01",154,,,,
Belgium,2014,"01",105,,,,
Belgium,2014,"01",86,,,,
Belgium,2014,"01",124,,,,
Belgium,2014,"02",411,,,,
Belgium,2014,"02",230,,,,
Belgium,2014,"02",388,,,,
Belgium,2014,"02",527,,,,
Belgium,2014,"03",256,,,,
Belgium,2014,"03",196,,,,
Belgium,2014,"03",153,,,,
Belgium,2014,"03",150,,,,
Belgium,2014,"03",123,,,,
Belgium,2014,"04",55,,,,
Belgium,2014,"04",41,,,,
Belgium,2014,"04",33,,,,
Belgium,2014,"04",88,,,,
Belgium,2014,"05",34,,,,
Belgium,2014,"05",40,,,,
Belgium,2014,"05",38,,,,
Belgium,2014,"05",30,,,,
Belgium,2014,"06",19,,,,
Belgium,2014,"06",18,,,,
Belgium,2014,"06",21,,,,
Belgium,2014,"06",28,,,,
Belgium,2014,"06",14,,,,
Belgium,2014,"07",15,,,,
Belgium,2014,"07",16,,,,
Belgium,2014,"07",14,,,,
Belgium,2014,"07",18,,,,
Belgium,2014,"08",14,,,,
Belgium,2014,"08",21,,,,
Belgium,2014,"08",21,,,,
Belgium,2014,"08",13,,,,
Belgium,2014,"08",29,,,,
Belgium,2014,"09",52,,,,
Belgium,2014,"09",61,,,,
Belgium,2014,"09",48,,,,
Belgium,2014,"09",45,,,,
Belgium,2014,"10",88,,,,
Belgium,2014,"10",77,,,,
Belgium,2014,"10",78,,,,
Belgium,2014,"10",92,,,,
Belgium,2014,"11",156,,,,
Belgium,2014,"11",103,,,,
Belgium,2014,"11",123,,,,
Belgium,2014,"11",112,,,,
Belgium,2014,"11",85,,,,
Belgium,2014,"12",214,,,,
Belgium,2014,"12",254,,,,
Belgium,2014,"12",175,,,,
Belgium,2014,"12",189,,,,
Belgium,2015,"01",308,,,,
Belgium,2015,"01",723,,,,
Belgium,2015,"01",295,,,,
Belgium,2015,"01",1459,,,,
Belgium,2015,"02",2120,,,,
Belgium,2015,"02",2776,,,,
Belgium,2015,"02",606,,,,
Belgium,2015,"02",1258,,,,
Belgium,2015,"03",176,,,,
Belgium,2015,"03",221,,,,
Belgium,2015,"03",122,,,,
Belgium,2015,"03",165,,,,
Belgium,2015,"03",314,,,,
Belgium,2015,"04",42,,,,
Belgium,2015,"04",46,,,,
Belgium,2015,"04",111,,,,
Belgium,2015,"04",68,,,,
Belgium,2015,"05",44,,,,
Belgium,2015,"05",38,,,,
Belgium,2015,"05",29,,,,
Belgium,2015,"05",36,,,,
Belgium,2015,"05",21,,,,
Belgium,2015,"06",9,,,,
Belgium,2015,"06",17,,,,
Belgium,2015,"06",17,,,,
Belgium,2015,"06",22,,,,
Belgium,2015,"07",10,,,,
Belgium,2015,"07",13,,,,
Belgium,2015,"07",11,,,,
Belgium,2015,"07",10,,,,
Belgium,2015,"08",11,,,,
Belgium,2015,"08",13,,,,
Bolivia,2002,"12",,0.101,53.7,68.7,Americas
Bolivia,2003,"01",,0.176,51.2,69.3,Americas
Bolivia,2003,"01",,0.176,51.2,69.3,Americas
Bolivia,2003,"01",,0.176,51.2,69.3,Americas
Bolivia,2003,"01",,0.176,51.2,69.3,Americas
Bolivia,2003,"01",,0.173,51.2,69.3,Americas
Bolivia,2003,"01",,0.173,51.2,69.3,Americas
Bolivia,2003,"01",,0.173,51.2,69.3,Americas
Bolivia,2003,"01",,0.173,51.2,69.3,Americas
Bolivia,2003,"01",,0.146,51.2,69.3,Americas
Bolivia,2003,"01",,0.146,51.2,69.3,Americas
Bolivia,2003,"01",,0.146,51.2,69.3,Americas
Bolivia,2003,"01",,0.146,51.2,69.3,Americas
Bolivia,2003,"01",,0.143,51.2,69.3,Americas
Bolivia,2003,"01",,0.143,51.2,69.3,Americas
Bolivia,2003,"01",,0.143,51.2,69.3,Americas
Bolivia,2003,"01",,0.143,51.2,69.3,Americas
Bolivia,2003,"02",,0.147,51.2,69.3,Americas
Bolivia,2003,"02",,0.147,51.2,69.3,Americas
Bolivia,2003,"02",,0.147,51.2,69.3,Americas
Bolivia,2003,"02",426,0.147,51.2,69.3,Americas
Bolivia,2003,"02",,0.225,51.2,69.3,Americas
Bolivia,2003,"02",,0.225,51.2,69.3,Americas
Bolivia,2003,"02",,0.225,51.2,69.3,Americas
Bolivia,2003,"02",426,0.225,51.2,69.3,Americas
Bolivia,2003,"02",,0.16,51.2,69.3,Americas
Bolivia,2003,"02",,0.16,51.2,69.3,Americas
Bolivia,2003,"02",,0.16,51.2,69.3,Americas
Bolivia,2003,"02",426,0.16,51.2,69.3,Americas
Bolivia,2003,"02",,0.109,51.2,69.3,Americas
Bolivia,2003,"02",,0.109,51.2,69.3,Americas
Bolivia,2003,"02",,0.109,51.2,69.3,Americas
Bolivia,2003,"02",426,0.109,51.2,69.3,Americas
Bolivia,2003,"03",427,0.119,51.2,69.3,Americas
Bolivia,2003,"03",647,0.119,51.2,69.3,Americas
Bolivia,2003,"03",549,0.119,51.2,69.3,Americas
Bolivia,2003,"03",541,0.119,51.2,69.3,Americas
Bolivia,2003,"03",460,0.119,51.2,69.3,Americas
Bolivia,2003,"03",427,0.195,51.2,69.3,Americas
Bolivia,2003,"03",647,0.195,51.2,69.3,Americas
Bolivia,2003,"03",549,0.195,51.2,69.3,Americas
Bolivia,2003,"03",541,0.195,51.2,69.3,Americas
Bolivia,2003,"03",460,0.195,51.2,69.3,Americas
Bolivia,2003,"03",427,0.289,51.2,69.3,Americas
Bolivia,2003,"03",647,0.289,51.2,69.3,Americas
Bolivia,2003,"03",549,0.289,51.2,69.3,Americas
Bolivia,2003,"03",541,0.289,51.2,69.3,Americas
Bolivia,2003,"03",460,0.289,51.2,69.3,Americas
Bolivia,2003,"03",427,0.227,51.2,69.3,Americas
Bolivia,2003,"03",647,0.227,51.2,69.3,Americas
Bolivia,2003,"03",549,0.227,51.2,69.3,Americas
Bolivia,2003,"03",541,0.227,51.2,69.3,Americas
Bolivia,2003,"03",460,0.227,51.2,69.3,Americas
Bolivia,2003,"03",427,0.194,51.2,69.3,Americas
Bolivia,2003,"03",647,0.194,51.2,69.3,Americas
Bolivia,2003,"03",549,0.194,51.2,69.3,Americas
Bolivia,2003,"03",541,0.194,51.2,69.3,Americas
Bolivia,2003,"03",460,0.194,51.2,69.3,Americas
Bolivia,2003,"04",636,0.097,51.2,69.3,Americas
