"country","year","flu_activity","dengue_activity","infant_mortality","life_expectancy","continent"
Argentina,2010,98,0.099,13,75.8,Americas
Argentina,2010,187,0.099,13,75.8,Americas
Argentina,2010,142,0.099,13,75.8,Americas
Argentina,2010,109,0.099,13,75.8,Americas
Argentina,2010,106,0.099,13,75.8,Americas
Argentina,2010,194,0.099,13,75.8,Americas
Argentina,2010,68,0.099,13,75.8,Americas
Argentina,2010,95,0.099,13,75.8,Americas
Argentina,2010,175,0.099,13,75.8,Americas
Argentina,2010,91,0.099,13,75.8,Americas
Argentina,2010,114,0.099,13,75.8,Americas
Argentina,2010,192,0.099,13,75.8,Americas
Argentina,2010,150,0.099,13,75.8,Americas
Argentina,2010,134,0.099,13,75.8,Americas
Argentina,2010,185,0.099,13,75.8,Americas
Argentina,2010,90,0.099,13,75.8,Americas
Argentina,2010,200,0.099,13,75.8,Americas
Argentina,2010,187,0.099,13,75.8,Americas
Argentina,2010,71,0.099,13,75.8,Americas
Argentina,2010,70,0.099,13,75.8,Americas
Argentina,2010,145,0.099,13,75.8,Americas
Argentina,2010,71,0.099,13,75.8,Americas
Argentina,2010,211,0.099,13,75.8,Americas
Argentina,2010,70,0.099,13,75.8,Americas
Argentina,2010,207,0.099,13,75.8,Americas
Argentina,2010,163,0.099,13,75.8,Americas
Argentina,2010,65,0.099,13,75.8,Americas
Argentina,2010,210,0.099,13,75.8,Americas
Argentina,2010,196,0.099,13,75.8,Americas
Argentina,2010,67,0.046,13,75.8,Americas
Argentina,2010,92,0.046,13,75.8,Americas
Argentina,2010,62,0.046,13,75.8,Americas
Argentina,2010,62,0.046,13,75.8,Americas
Argentina,2010,186,0.046,13,75.8,Americas
Argentina,2010,180,0.046,13,75.8,Americas
Argentina,2010,186,0.046,13,75.8,Americas
Argentina,2010,67,0.046,13,75.8,Americas
Argentina,2010,154,0.046,13,75.8,Americas
Argentina,2010,133,0.046,13,75.8,Americas
Argentina,2010,138,0.046,13,75.8,Americas
Argentina,2010,143,0.046,13,75.8,Americas
Argentina,2010,139,0.046,13,75.8,Americas
Argentina,2010,153,0.046,13,75.8,Americas
Argentina,2010,70,0.046,13,75.8,Americas
Argentina,2010,149,0.046,13,75.8,Americas
Argentina,2010,165,0.046,13,75.8,Americas
Argentina,2010,127,0.046,13,75.8,Americas
Argentina,2010,71,0.046,13,75.8,Americas
Argentina,2010,181,0.046,13,75.8,Americas
Argentina,2010,146,0.046,13,75.8,Americas
Argentina,2010,124,0.046,13,75.8,Americas
Argentina,2010,155,0.046,13,75.8,Americas
Argentina,2010,98,0.046,13,75.8,Americas
Argentina,2010,187,0.046,13,75.8,Americas
Argentina,2010,142,0.046,13,75.8,Americas
Argentina,2010,109,0.046,13,75.8,Americas
Argentina,2010,106,0.046,13,75.8,Americas
Argentina,2010,194,0.046,13,75.8,Americas
Argentina,2010,68,0.046,13,75.8,Americas
Argentina,2010,95,0.046,13,75.8,Americas
Argentina,2010,175,0.046,13,75.8,Americas
Argentina,2010,91,0.046,13,75.8,Americas
Argentina,2010,114,0.046,13,75.8,Americas
Argentina,2010,192,0.046,13,75.8,Americas
Argentina,2010,150,0.046,13,75.8,Americas
Argentina,2010,134,0.046,13,75.8,Americas
Argentina,2010,185,0.046,13,75.8,Americas
Argentina,2010,90,0.046,13,75.8,Americas
Argentina,2010,200,0.046,13,75.8,Americas
Argentina,2010,187,0.046,13,75.8,Americas
Argentina,2010,71,0.046,13,75.8,Americas
Argentina,2010,70,0.046,13,75.8,Americas
Argentina,2010,145,0.046,13,75.8,Americas
Argentina,2010,71,0.046,13,75.8,Americas
Argentina,2010,211,0.046,13,75.8,Americas
Argentina,2010,70,0.046,13,75.8,Americas
Argentina,2010,207,0.046,13,75.8,Americas
Argentina,2010,163,0.046,13,75.8,Americas
Argentina,2010,65,0.046,13,75.8,Americas
Argentina,2010,210,0.046,13,75.8,Americas
Argentina,2010,196,0.046,13,75.8,Americas
Argentina,2010,67,0.08,13,75.8,Americas
Argentina,2010,92,0.08,13,75.8,Americas
Argentina,2010,62,0.08,13,75.8,Americas
Argentina,2010,62,0.08,13,75.8,Americas
Argentina,2010,186,0.08,13,75.8,Americas
Argentina,2010,180,0.08,13,75.8,Americas
Argentina,2010,186,0.08,13,75.8,Americas
Argentina,2010,67,0.08,13,75.8,Americas
Argentina,2010,154,0.08,13,75.8,Americas
Argentina,2010,133,0.08,13,75.8,Americas
Argentina,2010,138,0.08,13,75.8,Americas
Argentina,2010,143,0.08,13,75.8,Americas
Argentina,2010,139,0.08,13,75.8,Americas
Argentina,2010,153,0.08,13,75.8,Americas
Argentina,2010,70,0.08,13,75.8,Americas
Argentina,2010,149,0.08,13,75.8,Americas
Argentina,2010,165,0.08,13,75.8,Americas
Argentina,2010,127,0.08,13,75.8,Americas
Argentina,2010,71,0.08,13,75.8,Americas
Argentina,2010,181,0.08,13,75.8,Americas
Argentina,2010,146,0.08,13,75.8,Americas
Argentina,2010,124,0.08,13,75.8,Americas
Argentina,2010,155,0.08,13,75.8,Americas
Argentina,2010,98,0.08,13,75.8,Americas
Argentina,2010,187,0.08,13,75.8,Americas
Argentina,2010,142,0.08,13,75.8,Americas
Argentina,2010,109,0.08,13,75.8,Americas
Argentina,2010,106,0.08,13,75.8,Americas
Argentina,2010,194,0.08,13,75.8,Americas
Argentina,2010,68,0.08,13,75.8,Americas
Argentina,2010,95,0.08,13,75.8,Americas
Argentina,2010,175,0.08,13,75.8,Americas
Argentina,2010,91,0.08,13,75.8,Americas
Argentina,2010,114,0.08,13,75.8,Americas
Argentina,2010,192,0.08,13,75.8,Americas
Argentina,2010,150,0.08,13,75.8,Americas
Argentina,2010,134,0.08,13,75.8,Americas
Argentina,2010,185,0.08,13,75.8,Americas
Argentina,2010,90,0.08,13,75.8,Americas
Argentina,2010,200,0.08,13,75.8,Americas
Argentina,2010,187,0.08,13,75.8,Americas
Argentina,2010,71,0.08,13,75.8,Americas
Argentina,2010,70,0.08,13,75.8,Americas
Argentina,2010,145,0.08,13,75.8,Americas
Argentina,2010,71,0.08,13,75.8,Americas
Argentina,2010,211,0.08,13,75.8,Americas
Argentina,2010,70,0.08,13,75.8,Americas
Argentina,2010,207,0.08,13,75.8,Americas
Argentina,2010,163,0.08,13,75.8,Americas
Argentina,2010,65,0.08,13,75.8,Americas
Argentina,2010,210,0.08,13,75.8,Americas
Argentina,2010,196,0.08,13,75.8,Americas
Argentina,2010,67,0.041,13,75.8,Americas
Argentina,2010,92,0.041,13,75.8,Americas
Argentina,2010,62,0.041,13,75.8,Americas
Argentina,2010,62,0.041,13,75.8,Americas
Argentina,2010,186,0.041,13,75.8,Americas
Argentina,2010,180,0.041,13,75.8,Americas
Argentina,2010,186,0.041,13,75.8,Americas
Argentina,2010,67,0.041,13,75.8,Americas
Argentina,2010,154,0.041,13,75.8,Americas
Argentina,2010,133,0.041,13,75.8,Americas
Argentina,2010,138,0.041,13,75.8,Americas
Argentina,2010,143,0.041,13,75.8,Americas
Argentina,2010,139,0.041,13,75.8,Americas
Argentina,2010,153,0.041,13,75.8,Americas
Argentina,2010,70,0.041,13,75.8,Americas
Argentina,2010,149,0.041,13,75.8,Americas
Argentina,2010,165,0.041,13,75.8,Americas
Argentina,2010,127,0.041,13,75.8,Americas
Argentina,2010,71,0.041,13,75.8,Americas
Argentina,2010,181,0.041,13,75.8,Americas
Argentina,2010,146,0.041,13,75.8,Americas
Argentina,2010,124,0.041,13,75.8,Americas
Argentina,2010,155,0.041,13,75.8,Americas
Argentina,2010,98,0.041,13,75.8,Americas
Argentina,2010,187,0.041,13,75.8,Americas
Argentina,2010,142,0.041,13,75.8,Americas
Argentina,2010,109,0.041,13,75.8,Americas
Argentina,2010,106,0.041,13,75.8,Americas
Argentina,2010,194,0.041,13,75.8,Americas
Argentina,2010,68,0.041,13,75.8,Americas
Argentina,2010,95,0.041,13,75.8,Americas
Argentina,2010,175,0.041,13,75.8,Americas
Argentina,2010,91,0.041,13,75.8,Americas
Argentina,2010,114,0.041,13,75.8,Americas
Argentina,2010,192,0.041,13,75.8,Americas
Argentina,2010,150,0.041,13,75.8,Americas
Argentina,2010,134,0.041,13,75.8,Americas
Argentina,2010,185,0.041,13,75.8,Americas
Argentina,2010,90,0.041,13,75.8,Americas
Argentina,2010,200,0.041,13,75.8,Americas
Argentina,2010,187,0.041,13,75.8,Americas
Argentina,2010,71,0.041,13,75.8,Americas
Argentina,2010,70,0.041,13,75.8,Americas
Argentina,2010,145,0.041,13,75.8,Americas
Argentina,2010,71,0.041,13,75.8,Americas
Argentina,2010,211,0.041,13,75.8,Americas
Argentina,2010,70,0.041,13,75.8,Americas
Argentina,2010,207,0.041,13,75.8,Americas
Argentina,2010,163,0.041,13,75.8,Americas
Argentina,2010,65,0.041,13,75.8,Americas
Argentina,2010,210,0.041,13,75.8,Americas
Argentina,2010,196,0.041,13,75.8,Americas
Argentina,2010,67,0.034,13,75.8,Americas
Argentina,2010,92,0.034,13,75.8,Americas
Argentina,2010,62,0.034,13,75.8,Americas
Argentina,2010,62,0.034,13,75.8,Americas
Argentina,2010,186,0.034,13,75.8,Americas
Argentina,2010,180,0.034,13,75.8,Americas
Argentina,2010,186,0.034,13,75.8,Americas
Argentina,2010,67,0.034,13,75.8,Americas
Argentina,2010,154,0.034,13,75.8,Americas
Argentina,2010,133,0.034,13,75.8,Americas
Argentina,2010,138,0.034,13,75.8,Americas
Argentina,2010,143,0.034,13,75.8,Americas
Argentina,2010,139,0.034,13,75.8,Americas
Argentina,2010,153,0.034,13,75.8,Americas
Argentina,2010,70,0.034,13,75.8,Americas
Argentina,2010,149,0.034,13,75.8,Americas
Argentina,2010,165,0.034,13,75.8,Americas
Argentina,2010,127,0.034,13,75.8,Americas
Argentina,2010,71,0.034,13,75.8,Americas
Argentina,2010,181,0.034,13,75.8,Americas
Argentina,2010,146,0.034,13,75.8,Americas
Argentina,2010,124,0.034,13,75.8,Americas
Argentina,2010,155,0.034,13,75.8,Americas
Argentina,2010,98,0.034,13,75.8,Americas
Argentina,2010,187,0.034,13,75.8,Americas
Argentina,2010,142,0.034,13,75.8,Americas
Argentina,2010,109,0.034,13,75.8,Americas
Argentina,2010,106,0.034,13,75.8,Americas
Argentina,2010,194,0.034,13,75.8,Americas
Argentina,2010,68,0.034,13,75.8,Americas
Argentina,2010,95,0.034,13,75.8,Americas
Argentina,2010,175,0.034,13,75.8,Americas
Argentina,2010,91,0.034,13,75.8,Americas
Argentina,2010,114,0.034,13,75.8,Americas
Argentina,2010,192,0.034,13,75.8,Americas
Argentina,2010,150,0.034,13,75.8,Americas
Argentina,2010,134,0.034,13,75.8,Americas
Argentina,2010,185,0.034,13,75.8,Americas
Argentina,2010,90,0.034,13,75.8,Americas
Argentina,2010,200,0.034,13,75.8,Americas
Argentina,2010,187,0.034,13,75.8,Americas
Argentina,2010,71,0.034,13,75.8,Americas
Argentina,2010,70,0.034,13,75.8,Americas
Argentina,2010,145,0.034,13,75.8,Americas
Argentina,2010,71,0.034,13,75.8,Americas
Argentina,2010,211,0.034,13,75.8,Americas
Argentina,2010,70,0.034,13,75.8,Americas
Argentina,2010,207,0.034,13,75.8,Americas
Argentina,2010,163,0.034,13,75.8,Americas
Argentina,2010,65,0.034,13,75.8,Americas
Argentina,2010,210,0.034,13,75.8,Americas
Argentina,2010,196,0.034,13,75.8,Americas
Argentina,2010,67,0.036,13,75.8,Americas
Argentina,2010,92,0.036,13,75.8,Americas
Argentina,2010,62,0.036,13,75.8,Americas
Argentina,2010,62,0.036,13,75.8,Americas
Argentina,2010,186,0.036,13,75.8,Americas
Argentina,2010,180,0.036,13,75.8,Americas
Argentina,2010,186,0.036,13,75.8,Americas
Argentina,2010,67,0.036,13,75.8,Americas
Argentina,2010,154,0.036,13,75.8,Americas
Argentina,2010,133,0.036,13,75.8,Americas
Argentina,2010,138,0.036,13,75.8,Americas
Argentina,2010,143,0.036,13,75.8,Americas
Argentina,2010,139,0.036,13,75.8,Americas
Argentina,2010,153,0.036,13,75.8,Americas
Argentina,2010,70,0.036,13,75.8,Americas
Argentina,2010,149,0.036,13,75.8,Americas
Argentina,2010,165,0.036,13,75.8,Americas
Argentina,2010,127,0.036,13,75.8,Americas
Argentina,2010,71,0.036,13,75.8,Americas
Argentina,2010,181,0.036,13,75.8,Americas
Argentina,2010,146,0.036,13,75.8,Americas
Argentina,2010,124,0.036,13,75.8,Americas
Argentina,2010,155,0.036,13,75.8,Americas
Argentina,2010,98,0.036,13,75.8,Americas
Argentina,2010,187,0.036,13,75.8,Americas
Argentina,2010,142,0.036,13,75.8,Americas
Argentina,2010,109,0.036,13,75.8,Americas
Argentina,2010,106,0.036,13,75.8,Americas
Argentina,2010,194,0.036,13,75.8,Americas
Argentina,2010,68,0.036,13,75.8,Americas
Argentina,2010,95,0.036,13,75.8,Americas
Argentina,2010,175,0.036,13,75.8,Americas
Argentina,2010,91,0.036,13,75.8,Americas
Argentina,2010,114,0.036,13,75.8,Americas
Argentina,2010,192,0.036,13,75.8,Americas
Argentina,2010,150,0.036,13,75.8,Americas
Argentina,2010,134,0.036,13,75.8,Americas
Argentina,2010,185,0.036,13,75.8,Americas
Argentina,2010,90,0.036,13,75.8,Americas
Argentina,2010,200,0.036,13,75.8,Americas
Argentina,2010,187,0.036,13,75.8,Americas
Argentina,2010,71,0.036,13,75.8,Americas
Argentina,2010,70,0.036,13,75.8,Americas
Argentina,2010,145,0.036,13,75.8,Americas
Argentina,2010,71,0.036,13,75.8,Americas
Argentina,2010,211,0.036,13,75.8,Americas
Argentina,2010,70,0.036,13,75.8,Americas
Argentina,2010,207,0.036,13,75.8,Americas
Argentina,2010,163,0.036,13,75.8,Americas
Argentina,2010,65,0.036,13,75.8,Americas
Argentina,2010,210,0.036,13,75.8,Americas
Argentina,2010,196,0.036,13,75.8,Americas
Argentina,2010,67,0.104,13,75.8,Americas
Argentina,2010,92,0.104,13,75.8,Americas
Argentina,2010,62,0.104,13,75.8,Americas
Argentina,2010,62,0.104,13,75.8,Americas
Argentina,2010,186,0.104,13,75.8,Americas
Argentina,2010,180,0.104,13,75.8,Americas
Argentina,2010,186,0.104,13,75.8,Americas
Argentina,2010,67,0.104,13,75.8,Americas
Argentina,2010,154,0.104,13,75.8,Americas
Argentina,2010,133,0.104,13,75.8,Americas
Argentina,2010,138,0.104,13,75.8,Americas
Argentina,2010,143,0.104,13,75.8,Americas
Argentina,2010,139,0.104,13,75.8,Americas
Argentina,2010,153,0.104,13,75.8,Americas
Argentina,2010,70,0.104,13,75.8,Americas
Argentina,2010,149,0.104,13,75.8,Americas
Argentina,2010,165,0.104,13,75.8,Americas
Argentina,2010,127,0.104,13,75.8,Americas
Argentina,2010,71,0.104,13,75.8,Americas
Argentina,2010,181,0.104,13,75.8,Americas
Argentina,2010,146,0.104,13,75.8,Americas
Argentina,2010,124,0.104,13,75.8,Americas
Argentina,2010,155,0.104,13,75.8,Americas
Argentina,2010,98,0.104,13,75.8,Americas
Argentina,2010,187,0.104,13,75.8,Americas
Argentina,2010,142,0.104,13,75.8,Americas
Argentina,2010,109,0.104,13,75.8,Americas
Argentina,2010,106,0.104,13,75.8,Americas
Argentina,2010,194,0.104,13,75.8,Americas
Argentina,2010,68,0.104,13,75.8,Americas
Argentina,2010,95,0.104,13,75.8,Americas
Argentina,2010,175,0.104,13,75.8,Americas
Argentina,2010,91,0.104,13,75.8,Americas
Argentina,2010,114,0.104,13,75.8,Americas
Argentina,2010,192,0.104,13,75.8,Americas
Argentina,2010,150,0.104,13,75.8,Americas
Argentina,2010,134,0.104,13,75.8,Americas
Argentina,2010,185,0.104,13,75.8,Americas
Argentina,2010,90,0.104,13,75.8,Americas
Argentina,2010,200,0.104,13,75.8,Americas
Argentina,2010,187,0.104,13,75.8,Americas
Argentina,2010,71,0.104,13,75.8,Americas
Argentina,2010,70,0.104,13,75.8,Americas
Argentina,2010,145,0.104,13,75.8,Americas
Argentina,2010,71,0.104,13,75.8,Americas
Argentina,2010,211,0.104,13,75.8,Americas
Argentina,2010,70,0.104,13,75.8,Americas
Argentina,2010,207,0.104,13,75.8,Americas
Argentina,2010,163,0.104,13,75.8,Americas
Argentina,2010,65,0.104,13,75.8,Americas
Argentina,2010,210,0.104,13,75.8,Americas
Argentina,2010,196,0.104,13,75.8,Americas
Argentina,2010,67,0.036,13,75.8,Americas
Argentina,2010,92,0.036,13,75.8,Americas
Argentina,2010,62,0.036,13,75.8,Americas
Argentina,2010,62,0.036,13,75.8,Americas
Argentina,2010,186,0.036,13,75.8,Americas
Argentina,2010,180,0.036,13,75.8,Americas
Argentina,2010,186,0.036,13,75.8,Americas
Argentina,2010,67,0.036,13,75.8,Americas
Argentina,2010,154,0.036,13,75.8,Americas
Argentina,2010,133,0.036,13,75.8,Americas
Argentina,2010,138,0.036,13,75.8,Americas
Argentina,2010,143,0.036,13,75.8,Americas
Argentina,2010,139,0.036,13,75.8,Americas
Argentina,2010,153,0.036,13,75.8,Americas
Argentina,2010,70,0.036,13,75.8,Americas
Argentina,2010,149,0.036,13,75.8,Americas
Argentina,2010,165,0.036,13,75.8,Americas
Argentina,2010,127,0.036,13,75.8,Americas
Argentina,2010,71,0.036,13,75.8,Americas
Argentina,2010,181,0.036,13,75.8,Americas
Argentina,2010,146,0.036,13,75.8,Americas
Argentina,2010,124,0.036,13,75.8,Americas
Argentina,2010,155,0.036,13,75.8,Americas
Argentina,2010,98,0.036,13,75.8,Americas
Argentina,2010,187,0.036,13,75.8,Americas
Argentina,2010,142,0.036,13,75.8,Americas
Argentina,2010,109,0.036,13,75.8,Americas
Argentina,2010,106,0.036,13,75.8,Americas
Argentina,2010,194,0.036,13,75.8,Americas
Argentina,2010,68,0.036,13,75.8,Americas
Argentina,2010,95,0.036,13,75.8,Americas
Argentina,2010,175,0.036,13,75.8,Americas
Argentina,2010,91,0.036,13,75.8,Americas
Argentina,2010,114,0.036,13,75.8,Americas
Argentina,2010,192,0.036,13,75.8,Americas
Argentina,2010,150,0.036,13,75.8,Americas
Argentina,2010,134,0.036,13,75.8,Americas
Argentina,2010,185,0.036,13,75.8,Americas
Argentina,2010,90,0.036,13,75.8,Americas
Argentina,2010,200,0.036,13,75.8,Americas
Argentina,2010,187,0.036,13,75.8,Americas
Argentina,2010,71,0.036,13,75.8,Americas
Argentina,2010,70,0.036,13,75.8,Americas
Argentina,2010,145,0.036,13,75.8,Americas
Argentina,2010,71,0.036,13,75.8,Americas
Argentina,2010,211,0.036,13,75.8,Americas
Argentina,2010,70,0.036,13,75.8,Americas
Argentina,2010,207,0.036,13,75.8,Americas
Argentina,2010,163,0.036,13,75.8,Americas
Argentina,2010,65,0.036,13,75.8,Americas
Argentina,2010,210,0.036,13,75.8,Americas
Argentina,2010,196,0.036,13,75.8,Americas
Argentina,2011,107,0.024,12.7,76,Americas
Argentina,2011,85,0.024,12.7,76,Americas
Argentina,2011,162,0.024,12.7,76,Americas
Argentina,2011,160,0.024,12.7,76,Americas
Argentina,2011,137,0.024,12.7,76,Americas
Argentina,2011,67,0.024,12.7,76,Americas
Argentina,2011,81,0.024,12.7,76,Americas
Argentina,2011,61,0.024,12.7,76,Americas
Argentina,2011,140,0.024,12.7,76,Americas
Argentina,2011,106,0.024,12.7,76,Americas
Argentina,2011,189,0.024,12.7,76,Americas
Argentina,2011,120,0.024,12.7,76,Americas
Argentina,2011,65,0.024,12.7,76,Americas
Argentina,2011,134,0.024,12.7,76,Americas
Argentina,2011,116,0.024,12.7,76,Americas
Argentina,2011,62,0.024,12.7,76,Americas
Argentina,2011,92,0.024,12.7,76,Americas
Argentina,2011,62,0.024,12.7,76,Americas
Argentina,2011,179,0.024,12.7,76,Americas
Argentina,2011,56,0.024,12.7,76,Americas
Argentina,2011,88,0.024,12.7,76,Americas
Argentina,2011,126,0.024,12.7,76,Americas
Argentina,2011,144,0.024,12.7,76,Americas
Argentina,2011,91,0.024,12.7,76,Americas
Argentina,2011,104,0.024,12.7,76,Americas
Argentina,2011,165,0.024,12.7,76,Americas
Argentina,2011,89,0.024,12.7,76,Americas
Argentina,2011,145,0.024,12.7,76,Americas
Argentina,2011,62,0.024,12.7,76,Americas
Argentina,2011,173,0.024,12.7,76,Americas
Argentina,2011,77,0.024,12.7,76,Americas
Argentina,2011,152,0.024,12.7,76,Americas
Argentina,2011,89,0.024,12.7,76,Americas
Argentina,2011,134,0.024,12.7,76,Americas
Argentina,2011,62,0.024,12.7,76,Americas
Argentina,2011,67,0.024,12.7,76,Americas
Argentina,2011,190,0.024,12.7,76,Americas
Argentina,2011,77,0.024,12.7,76,Americas
Argentina,2011,115,0.024,12.7,76,Americas
Argentina,2011,67,0.024,12.7,76,Americas
Argentina,2011,68,0.024,12.7,76,Americas
Argentina,2011,63,0.024,12.7,76,Americas
Argentina,2011,100,0.024,12.7,76,Americas
Argentina,2011,146,0.024,12.7,76,Americas
Argentina,2011,67,0.024,12.7,76,Americas
Argentina,2011,154,0.024,12.7,76,Americas
Argentina,2011,85,0.024,12.7,76,Americas
Argentina,2011,99,0.024,12.7,76,Americas
Argentina,2011,147,0.024,12.7,76,Americas
Argentina,2011,57,0.024,12.7,76,Americas
Argentina,2011,95,0.024,12.7,76,Americas
Argentina,2011,62,0.024,12.7,76,Americas
Argentina,2011,107,0.041,12.7,76,Americas
Argentina,2011,85,0.041,12.7,76,Americas
Argentina,2011,162,0.041,12.7,76,Americas
Argentina,2011,160,0.041,12.7,76,Americas
Argentina,2011,137,0.041,12.7,76,Americas
Argentina,2011,67,0.041,12.7,76,Americas
Argentina,2011,81,0.041,12.7,76,Americas
Argentina,2011,61,0.041,12.7,76,Americas
Argentina,2011,140,0.041,12.7,76,Americas
Argentina,2011,106,0.041,12.7,76,Americas
Argentina,2011,189,0.041,12.7,76,Americas
Argentina,2011,120,0.041,12.7,76,Americas
Argentina,2011,65,0.041,12.7,76,Americas
Argentina,2011,134,0.041,12.7,76,Americas
Argentina,2011,116,0.041,12.7,76,Americas
Argentina,2011,62,0.041,12.7,76,Americas
Argentina,2011,92,0.041,12.7,76,Americas
Argentina,2011,62,0.041,12.7,76,Americas
Argentina,2011,179,0.041,12.7,76,Americas
Argentina,2011,56,0.041,12.7,76,Americas
Argentina,2011,88,0.041,12.7,76,Americas
Argentina,2011,126,0.041,12.7,76,Americas
Argentina,2011,144,0.041,12.7,76,Americas
Argentina,2011,91,0.041,12.7,76,Americas
Argentina,2011,104,0.041,12.7,76,Americas
Argentina,2011,165,0.041,12.7,76,Americas
Argentina,2011,89,0.041,12.7,76,Americas
Argentina,2011,145,0.041,12.7,76,Americas
Argentina,2011,62,0.041,12.7,76,Americas
Argentina,2011,173,0.041,12.7,76,Americas
Argentina,2011,77,0.041,12.7,76,Americas
Argentina,2011,152,0.041,12.7,76,Americas
Argentina,2011,89,0.041,12.7,76,Americas
Argentina,2011,134,0.041,12.7,76,Americas
Argentina,2011,62,0.041,12.7,76,Americas
Argentina,2011,67,0.041,12.7,76,Americas
Argentina,2011,190,0.041,12.7,76,Americas
Argentina,2011,77,0.041,12.7,76,Americas
Argentina,2011,115,0.041,12.7,76,Americas
Argentina,2011,67,0.041,12.7,76,Americas
Argentina,2011,68,0.041,12.7,76,Americas
Argentina,2011,63,0.041,12.7,76,Americas
Argentina,2011,100,0.041,12.7,76,Americas
Argentina,2011,146,0.041,12.7,76,Americas
Argentina,2011,67,0.041,12.7,76,Americas
Argentina,2011,154,0.041,12.7,76,Americas
Argentina,2011,85,0.041,12.7,76,Americas
Argentina,2011,99,0.041,12.7,76,Americas
Argentina,2011,147,0.041,12.7,76,Americas
Argentina,2011,57,0.041,12.7,76,Americas
Argentina,2011,95,0.041,12.7,76,Americas
Argentina,2011,62,0.041,12.7,76,Americas
Argentina,2011,107,0.053,12.7,76,Americas
Argentina,2011,85,0.053,12.7,76,Americas
Argentina,2011,162,0.053,12.7,76,Americas
Argentina,2011,160,0.053,12.7,76,Americas
Argentina,2011,137,0.053,12.7,76,Americas
Argentina,2011,67,0.053,12.7,76,Americas
Argentina,2011,81,0.053,12.7,76,Americas
Argentina,2011,61,0.053,12.7,76,Americas
Argentina,2011,140,0.053,12.7,76,Americas
Argentina,2011,106,0.053,12.7,76,Americas
Argentina,2011,189,0.053,12.7,76,Americas
Argentina,2011,120,0.053,12.7,76,Americas
Argentina,2011,65,0.053,12.7,76,Americas
Argentina,2011,134,0.053,12.7,76,Americas
Argentina,2011,116,0.053,12.7,76,Americas
Argentina,2011,62,0.053,12.7,76,Americas
Argentina,2011,92,0.053,12.7,76,Americas
Argentina,2011,62,0.053,12.7,76,Americas
Argentina,2011,179,0.053,12.7,76,Americas
Argentina,2011,56,0.053,12.7,76,Americas
Argentina,2011,88,0.053,12.7,76,Americas
Argentina,2011,126,0.053,12.7,76,Americas
Argentina,2011,144,0.053,12.7,76,Americas
Argentina,2011,91,0.053,12.7,76,Americas
Argentina,2011,104,0.053,12.7,76,Americas
Argentina,2011,165,0.053,12.7,76,Americas
Argentina,2011,89,0.053,12.7,76,Americas
Argentina,2011,145,0.053,12.7,76,Americas
Argentina,2011,62,0.053,12.7,76,Americas
Argentina,2011,173,0.053,12.7,76,Americas
Argentina,2011,77,0.053,12.7,76,Americas
Argentina,2011,152,0.053,12.7,76,Americas
Argentina,2011,89,0.053,12.7,76,Americas
Argentina,2011,134,0.053,12.7,76,Americas
Argentina,2011,62,0.053,12.7,76,Americas
Argentina,2011,67,0.053,12.7,76,Americas
Argentina,2011,190,0.053,12.7,76,Americas
Argentina,2011,77,0.053,12.7,76,Americas
Argentina,2011,115,0.053,12.7,76,Americas
Argentina,2011,67,0.053,12.7,76,Americas
Argentina,2011,68,0.053,12.7,76,Americas
Argentina,2011,63,0.053,12.7,76,Americas
Argentina,2011,100,0.053,12.7,76,Americas
Argentina,2011,146,0.053,12.7,76,Americas
Argentina,2011,67,0.053,12.7,76,Americas
Argentina,2011,154,0.053,12.7,76,Americas
Argentina,2011,85,0.053,12.7,76,Americas
Argentina,2011,99,0.053,12.7,76,Americas
Argentina,2011,147,0.053,12.7,76,Americas
Argentina,2011,57,0.053,12.7,76,Americas
Argentina,2011,95,0.053,12.7,76,Americas
Argentina,2011,62,0.053,12.7,76,Americas
Argentina,2011,107,0.055,12.7,76,Americas
Argentina,2011,85,0.055,12.7,76,Americas
Argentina,2011,162,0.055,12.7,76,Americas
Argentina,2011,160,0.055,12.7,76,Americas
Argentina,2011,137,0.055,12.7,76,Americas
Argentina,2011,67,0.055,12.7,76,Americas
Argentina,2011,81,0.055,12.7,76,Americas
Argentina,2011,61,0.055,12.7,76,Americas
Argentina,2011,140,0.055,12.7,76,Americas
Argentina,2011,106,0.055,12.7,76,Americas
Argentina,2011,189,0.055,12.7,76,Americas
Argentina,2011,120,0.055,12.7,76,Americas
Argentina,2011,65,0.055,12.7,76,Americas
Argentina,2011,134,0.055,12.7,76,Americas
Argentina,2011,116,0.055,12.7,76,Americas
Argentina,2011,62,0.055,12.7,76,Americas
Argentina,2011,92,0.055,12.7,76,Americas
Argentina,2011,62,0.055,12.7,76,Americas
Argentina,2011,179,0.055,12.7,76,Americas
Argentina,2011,56,0.055,12.7,76,Americas
Argentina,2011,88,0.055,12.7,76,Americas
Argentina,2011,126,0.055,12.7,76,Americas
Argentina,2011,144,0.055,12.7,76,Americas
Argentina,2011,91,0.055,12.7,76,Americas
Argentina,2011,104,0.055,12.7,76,Americas
Argentina,2011,165,0.055,12.7,76,Americas
Argentina,2011,89,0.055,12.7,76,Americas
Argentina,2011,145,0.055,12.7,76,Americas
Argentina,2011,62,0.055,12.7,76,Americas
Argentina,2011,173,0.055,12.7,76,Americas
Argentina,2011,77,0.055,12.7,76,Americas
Argentina,2011,152,0.055,12.7,76,Americas
