"year","month","day","country","dengue_activity"
2006,"03","12","Venezuela",0.167
2006,"03","19","Argentina",0.022
2006,"03","19","Bolivia",0.015
2006,"03","19","Brazil",0.175
2006,"03","19","India",0.034
2006,"03","19","Indonesia",0.247
2006,"03","19","Mexico",0.051
2006,"03","19","Philippines",0.067
2006,"03","19","Singapore",0.122
2006,"03","19","Thailand",NA
2006,"03","19","Venezuela",0.204
2006,"03","26","Argentina",0.024
2006,"03","26","Bolivia",0.029
2006,"03","26","Brazil",0.161
2006,"03","26","India",0.021
2006,"03","26","Indonesia",0.274
2006,"03","26","Mexico",0.071
2006,"03","26","Philippines",0.066
2006,"03","26","Singapore",0.121
2006,"03","26","Thailand",NA
2006,"03","26","Venezuela",0.205
2006,"04","02","Argentina",0.034
2006,"04","02","Bolivia",0.021
2006,"04","02","Brazil",0.155
2006,"04","02","India",0.029
2006,"04","02","Indonesia",0.231
2006,"04","02","Mexico",0.077
2006,"04","02","Philippines",0.065
2006,"04","02","Singapore",0.123
2006,"04","02","Thailand",NA
2006,"04","02","Venezuela",0.168
2006,"04","09","Argentina",0.048
2006,"04","09","Bolivia",0.045
2006,"04","09","Brazil",0.187
2006,"04","09","India",0.024
2006,"04","09","Indonesia",0.207
2006,"04","09","Mexico",0.057
2006,"04","09","Philippines",0.058
2006,"04","09","Singapore",0.115
2006,"04","09","Thailand",NA
2006,"04","09","Venezuela",0.229
2006,"04","16","Argentina",0.041
2006,"04","16","Bolivia",0.054
2006,"04","16","Brazil",0.197
2006,"04","16","India",0.022
2006,"04","16","Indonesia",0.257
2006,"04","16","Mexico",0.074
2006,"04","16","Philippines",0.061
2006,"04","16","Singapore",0.111
2006,"04","16","Thailand",NA
2006,"04","16","Venezuela",0.172
2006,"04","23","Argentina",0.034
2006,"04","23","Bolivia",0.069
2006,"04","23","Brazil",0.217
2006,"04","23","India",0.033
2006,"04","23","Indonesia",0.266
2006,"04","23","Mexico",0.068
2006,"04","23","Philippines",0.061
2006,"04","23","Singapore",0.117
2006,"04","23","Thailand",NA
2006,"04","23","Venezuela",0.145
2006,"04","30","Argentina",0.029
2006,"04","30","Bolivia",0.039
2006,"04","30","Brazil",0.211
2006,"04","30","India",0.02
2006,"04","30","Indonesia",0.245
2006,"04","30","Mexico",0.047
2006,"04","30","Philippines",0.059
2006,"04","30","Singapore",0.131
2006,"04","30","Thailand",NA
2006,"04","30","Venezuela",0.148
2006,"05","07","Argentina",0.027
2006,"05","07","Bolivia",0.051
2006,"05","07","Brazil",0.158
2006,"05","07","India",0.017
2006,"05","07","Indonesia",0.201
2006,"05","07","Mexico",0.049
2006,"05","07","Philippines",0.053
2006,"05","07","Singapore",0.118
2006,"05","07","Thailand",NA
2006,"05","07","Venezuela",0.172
2006,"05","14","Argentina",0.024
2006,"05","14","Bolivia",0.041
2006,"05","14","Brazil",0.119
2006,"05","14","India",0.028
2006,"05","14","Indonesia",0.21
2006,"05","14","Mexico",0.064
2006,"05","14","Philippines",0.055
2006,"05","14","Singapore",0.122
2006,"05","14","Thailand",NA
2006,"05","14","Venezuela",0.169
2006,"05","21","Argentina",0.024
2006,"05","21","Bolivia",0.041
2006,"05","21","Brazil",0.118
2006,"05","21","India",0.025
2006,"05","21","Indonesia",0.22
2006,"05","21","Mexico",0.063
2006,"05","21","Philippines",0.056
2006,"05","21","Singapore",0.151
2006,"05","21","Thailand",NA
2006,"05","21","Venezuela",0.176
2006,"05","28","Argentina",0.022
2006,"05","28","Bolivia",0.027
2006,"05","28","Brazil",0.132
2006,"05","28","India",0.018
2006,"05","28","Indonesia",0.176
2006,"05","28","Mexico",0.067
2006,"05","28","Philippines",0.062
2006,"05","28","Singapore",0.131
2006,"05","28","Thailand",NA
2006,"05","28","Venezuela",0.193
2006,"06","04","Argentina",0.027
2006,"06","04","Bolivia",0.022
2006,"06","04","Brazil",0.09
2006,"06","04","India",0.032
2006,"06","04","Indonesia",0.173
2006,"06","04","Mexico",0.071
2006,"06","04","Philippines",0.06
2006,"06","04","Singapore",0.118
2006,"06","04","Thailand",NA
2006,"06","04","Venezuela",0.193
2006,"06","11","Argentina",0.024
2006,"06","11","Bolivia",0.024
2006,"06","11","Brazil",0.063
2006,"06","11","India",0.036
2006,"06","11","Indonesia",0.167
2006,"06","11","Mexico",0.086
2006,"06","11","Philippines",0.057
2006,"06","11","Singapore",0.135
2006,"06","11","Thailand",NA
2006,"06","11","Venezuela",0.204
2006,"06","18","Argentina",0.022
2006,"06","18","Bolivia",0.02
2006,"06","18","Brazil",0.083
2006,"06","18","India",0.045
2006,"06","18","Indonesia",0.181
2006,"06","18","Mexico",0.074
2006,"06","18","Philippines",0.066
2006,"06","18","Singapore",0.153
2006,"06","18","Thailand",NA
2006,"06","18","Venezuela",0.207
2006,"06","25","Argentina",0.024
2006,"06","25","Bolivia",0.028
2006,"06","25","Brazil",0.066
2006,"06","25","India",0.051
2006,"06","25","Indonesia",0.225
2006,"06","25","Mexico",0.077
2006,"06","25","Philippines",0.066
2006,"06","25","Singapore",0.172
2006,"06","25","Thailand",NA
2006,"06","25","Venezuela",0.201
2006,"07","02","Argentina",0.019
2006,"07","02","Bolivia",0.024
2006,"07","02","Brazil",0.045
2006,"07","02","India",0.063
2006,"07","02","Indonesia",0.18
2006,"07","02","Mexico",0.06
2006,"07","02","Philippines",0.081
2006,"07","02","Singapore",0.173
2006,"07","02","Thailand",NA
2006,"07","02","Venezuela",0.173
2006,"07","09","Argentina",0.014
2006,"07","09","Bolivia",0.023
2006,"07","09","Brazil",0.044
2006,"07","09","India",0.053
2006,"07","09","Indonesia",0.153
2006,"07","09","Mexico",0.084
2006,"07","09","Philippines",0.123
2006,"07","09","Singapore",0.144
2006,"07","09","Thailand",NA
2006,"07","09","Venezuela",0.171
2006,"07","16","Argentina",0.014
2006,"07","16","Bolivia",0.015
2006,"07","16","Brazil",0.045
2006,"07","16","India",0.057
2006,"07","16","Indonesia",0.148
2006,"07","16","Mexico",0.106
2006,"07","16","Philippines",0.131
2006,"07","16","Singapore",0.126
2006,"07","16","Thailand",NA
2006,"07","16","Venezuela",0.161
2006,"07","23","Argentina",0.012
2006,"07","23","Bolivia",0.011
2006,"07","23","Brazil",0.046
2006,"07","23","India",0.063
2006,"07","23","Indonesia",0.185
2006,"07","23","Mexico",0.099
2006,"07","23","Philippines",0.149
2006,"07","23","Singapore",0.134
2006,"07","23","Thailand",NA
2006,"07","23","Venezuela",0.147
2006,"07","30","Argentina",0.01
2006,"07","30","Bolivia",0.005
2006,"07","30","Brazil",0.023
2006,"07","30","India",0.068
2006,"07","30","Indonesia",0.23
2006,"07","30","Mexico",0.106
2006,"07","30","Philippines",0.16
2006,"07","30","Singapore",0.113
2006,"07","30","Thailand",NA
2006,"07","30","Venezuela",0.149
2006,"08","06","Argentina",0.012
2006,"08","06","Bolivia",0.006
2006,"08","06","Brazil",0.039
2006,"08","06","India",0.057
2006,"08","06","Indonesia",0.172
2006,"08","06","Mexico",0.103
2006,"08","06","Philippines",0.149
2006,"08","06","Singapore",0.119
2006,"08","06","Thailand",NA
2006,"08","06","Venezuela",0.152
2006,"08","13","Argentina",0.012
2006,"08","13","Bolivia",0.005
2006,"08","13","Brazil",0.034
2006,"08","13","India",0.064
2006,"08","13","Indonesia",0.132
2006,"08","13","Mexico",0.124
2006,"08","13","Philippines",0.149
2006,"08","13","Singapore",0.129
2006,"08","13","Thailand",NA
2006,"08","13","Venezuela",0.15
2006,"08","20","Argentina",0.012
2006,"08","20","Bolivia",0.008
2006,"08","20","Brazil",0.043
2006,"08","20","India",0.076
2006,"08","20","Indonesia",0.169
2006,"08","20","Mexico",0.106
2006,"08","20","Philippines",0.209
2006,"08","20","Singapore",0.119
2006,"08","20","Thailand",NA
2006,"08","20","Venezuela",0.15
2006,"08","27","Argentina",0.017
2006,"08","27","Bolivia",0.016
2006,"08","27","Brazil",0.041
2006,"08","27","India",0.085
2006,"08","27","Indonesia",0.159
2006,"08","27","Mexico",0.129
2006,"08","27","Philippines",0.214
2006,"08","27","Singapore",0.104
2006,"08","27","Thailand",NA
2006,"08","27","Venezuela",0.15
2006,"09","03","Argentina",0.014
2006,"09","03","Bolivia",0.015
2006,"09","03","Brazil",0.026
2006,"09","03","India",0.088
2006,"09","03","Indonesia",0.157
2006,"09","03","Mexico",0.126
2006,"09","03","Philippines",0.293
2006,"09","03","Singapore",0.095
2006,"09","03","Thailand",NA
2006,"09","03","Venezuela",0.147
2006,"09","10","Argentina",0.014
2006,"09","10","Bolivia",0.008
2006,"09","10","Brazil",0.036
2006,"09","10","India",0.141
2006,"09","10","Indonesia",0.17
2006,"09","10","Mexico",0.151
2006,"09","10","Philippines",0.459
2006,"09","10","Singapore",0.107
2006,"09","10","Thailand",NA
2006,"09","10","Venezuela",0.148
2006,"09","17","Argentina",0.017
2006,"09","17","Bolivia",0.007
2006,"09","17","Brazil",0.043
2006,"09","17","India",0.16
2006,"09","17","Indonesia",0.19
2006,"09","17","Mexico",0.193
2006,"09","17","Philippines",0.43
2006,"09","17","Singapore",0.115
2006,"09","17","Thailand",NA
2006,"09","17","Venezuela",0.15
2006,"09","24","Argentina",0.017
2006,"09","24","Bolivia",0.007
2006,"09","24","Brazil",0.031
2006,"09","24","India",0.279
2006,"09","24","Indonesia",0.215
2006,"09","24","Mexico",0.221
2006,"09","24","Philippines",0.448
2006,"09","24","Singapore",0.119
2006,"09","24","Thailand",NA
2006,"09","24","Venezuela",0.146
2006,"10","01","Argentina",0.019
2006,"10","01","Bolivia",0.017
2006,"10","01","Brazil",0.026
2006,"10","01","India",0.466
2006,"10","01","Indonesia",0.192
2006,"10","01","Mexico",0.218
2006,"10","01","Philippines",0.346
2006,"10","01","Singapore",0.135
2006,"10","01","Thailand",NA
2006,"10","01","Venezuela",0.159
2006,"10","08","Argentina",0.017
2006,"10","08","Bolivia",0.043
2006,"10","08","Brazil",0.022
2006,"10","08","India",0.6
2006,"10","08","Indonesia",0.174
2006,"10","08","Mexico",0.202
2006,"10","08","Philippines",0.313
2006,"10","08","Singapore",0.132
2006,"10","08","Thailand",NA
2006,"10","08","Venezuela",0.165
2006,"10","15","Argentina",0.017
2006,"10","15","Bolivia",0.029
2006,"10","15","Brazil",0.032
2006,"10","15","India",0.913
2006,"10","15","Indonesia",0.099
2006,"10","15","Mexico",0.204
2006,"10","15","Philippines",0.296
2006,"10","15","Singapore",0.138
2006,"10","15","Thailand",NA
2006,"10","15","Venezuela",0.181
2006,"10","22","Argentina",0.019
2006,"10","22","Bolivia",0.023
2006,"10","22","Brazil",0.043
2006,"10","22","India",0.967
2006,"10","22","Indonesia",0.1
2006,"10","22","Mexico",0.166
2006,"10","22","Philippines",0.211
2006,"10","22","Singapore",0.139
2006,"10","22","Thailand",NA
2006,"10","22","Venezuela",0.177
2006,"10","29","Argentina",0.024
2006,"10","29","Bolivia",0.018
2006,"10","29","Brazil",0.036
2006,"10","29","India",0.917
2006,"10","29","Indonesia",0.167
2006,"10","29","Mexico",0.157
2006,"10","29","Philippines",0.187
2006,"10","29","Singapore",0.139
2006,"10","29","Thailand",NA
2006,"10","29","Venezuela",0.206
2006,"11","05","Argentina",0.022
2006,"11","05","Bolivia",0.02
2006,"11","05","Brazil",0.041
2006,"11","05","India",0.677
2006,"11","05","Indonesia",0.19
2006,"11","05","Mexico",0.156
2006,"11","05","Philippines",0.168
2006,"11","05","Singapore",0.116
2006,"11","05","Thailand",NA
2006,"11","05","Venezuela",0.203
2006,"11","12","Argentina",0.022
2006,"11","12","Bolivia",0.016
2006,"11","12","Brazil",0.054
2006,"11","12","India",0.519
2006,"11","12","Indonesia",0.2
2006,"11","12","Mexico",0.108
2006,"11","12","Philippines",0.166
2006,"11","12","Singapore",0.108
2006,"11","12","Thailand",NA
2006,"11","12","Venezuela",0.191
2006,"11","19","Argentina",0.019
2006,"11","19","Bolivia",0.014
2006,"11","19","Brazil",0.069
2006,"11","19","India",0.388
2006,"11","19","Indonesia",0.192
2006,"11","19","Mexico",0.112
2006,"11","19","Philippines",0.129
2006,"11","19","Singapore",0.1
2006,"11","19","Thailand",NA
2006,"11","19","Venezuela",0.216
2006,"11","26","Argentina",0.019
2006,"11","26","Bolivia",0.022
2006,"11","26","Brazil",0.052
2006,"11","26","India",0.305
2006,"11","26","Indonesia",0.215
2006,"11","26","Mexico",0.1
2006,"11","26","Philippines",0.114
2006,"11","26","Singapore",0.106
2006,"11","26","Thailand",NA
2006,"11","26","Venezuela",0.182
2006,"12","03","Argentina",0.014
2006,"12","03","Bolivia",0.014
2006,"12","03","Brazil",0.042
2006,"12","03","India",0.233
2006,"12","03","Indonesia",0.205
2006,"12","03","Mexico",0.085
2006,"12","03","Philippines",0.119
2006,"12","03","Singapore",0.111
2006,"12","03","Thailand",NA
2006,"12","03","Venezuela",0.183
2006,"12","10","Argentina",0.012
2006,"12","10","Bolivia",0.012
2006,"12","10","Brazil",0.054
2006,"12","10","India",0.174
2006,"12","10","Indonesia",0.176
2006,"12","10","Mexico",0.087
2006,"12","10","Philippines",0.117
2006,"12","10","Singapore",0.105
2006,"12","10","Thailand",NA
2006,"12","10","Venezuela",0.203
2006,"12","17","Argentina",0.01
2006,"12","17","Bolivia",0.008
2006,"12","17","Brazil",0.05
2006,"12","17","India",0.156
2006,"12","17","Indonesia",0.172
2006,"12","17","Mexico",0.062
2006,"12","17","Philippines",0.11
2006,"12","17","Singapore",0.1
2006,"12","17","Thailand",NA
2006,"12","17","Venezuela",0.199
2006,"12","24","Argentina",0.01
2006,"12","24","Bolivia",0.005
2006,"12","24","Brazil",0.059
2006,"12","24","India",0.179
2006,"12","24","Indonesia",0.19
2006,"12","24","Mexico",0.053
2006,"12","24","Philippines",0.11
2006,"12","24","Singapore",0.105
2006,"12","24","Thailand",NA
2006,"12","24","Venezuela",0.204
2006,"12","31","Argentina",0.01
2006,"12","31","Bolivia",0.004
2006,"12","31","Brazil",0.067
2006,"12","31","India",0.19
2006,"12","31","Indonesia",0.196
2006,"12","31","Mexico",0.058
2006,"12","31","Philippines",0.113
2006,"12","31","Singapore",0.127
2006,"12","31","Thailand",NA
2006,"12","31","Venezuela",0.23
2007,"01","07","Argentina",0.01
2007,"01","07","Bolivia",0.006
2007,"01","07","Brazil",0.068
2007,"01","07","India",0.161
2007,"01","07","Indonesia",0.236
2007,"01","07","Mexico",0.061
2007,"01","07","Philippines",0.115
2007,"01","07","Singapore",0.117
2007,"01","07","Thailand",NA
2007,"01","07","Venezuela",0.258
2007,"01","14","Argentina",0.014
2007,"01","14","Bolivia",0.027
2007,"01","14","Brazil",0.063
2007,"01","14","India",0.128
2007,"01","14","Indonesia",0.224
2007,"01","14","Mexico",0.061
2007,"01","14","Philippines",0.103
2007,"01","14","Singapore",0.107
2007,"01","14","Thailand",NA
2007,"01","14","Venezuela",0.225
2007,"01","21","Argentina",0.031
2007,"01","21","Bolivia",0.037
2007,"01","21","Brazil",0.097
2007,"01","21","India",0.068
2007,"01","21","Indonesia",0.383
2007,"01","21","Mexico",0.058
2007,"01","21","Philippines",0.107
2007,"01","21","Singapore",0.106
2007,"01","21","Thailand",NA
2007,"01","21","Venezuela",0.222
2007,"01","28","Argentina",0.077
2007,"01","28","Bolivia",0.08
2007,"01","28","Brazil",0.145
2007,"01","28","India",0.066
2007,"01","28","Indonesia",0.66
2007,"01","28","Mexico",0.057
2007,"01","28","Philippines",0.103
2007,"01","28","Singapore",0.111
2007,"01","28","Thailand",NA
2007,"01","28","Venezuela",0.248
2007,"02","04","Argentina",0.096
2007,"02","04","Bolivia",0.135
2007,"02","04","Brazil",0.13
2007,"02","04","India",0.07
2007,"02","04","Indonesia",0.613
2007,"02","04","Mexico",0.053
2007,"02","04","Philippines",0.106
2007,"02","04","Singapore",0.11
2007,"02","04","Thailand",NA
2007,"02","04","Venezuela",0.233
2007,"02","11","Argentina",0.084
2007,"02","11","Bolivia",0.145
2007,"02","11","Brazil",0.143
2007,"02","11","India",0.059
2007,"02","11","Indonesia",0.592
2007,"02","11","Mexico",0.048
2007,"02","11","Philippines",0.104
2007,"02","11","Singapore",0.105
2007,"02","11","Thailand",NA
2007,"02","11","Venezuela",0.191
2007,"02","18","Argentina",0.092
2007,"02","18","Bolivia",0.158
2007,"02","18","Brazil",0.164
2007,"02","18","India",0.04
2007,"02","18","Indonesia",0.562
2007,"02","18","Mexico",0.06
2007,"02","18","Philippines",0.091
2007,"02","18","Singapore",0.111
2007,"02","18","Thailand",NA
2007,"02","18","Venezuela",0.206
2007,"02","25","Argentina",0.195
2007,"02","25","Bolivia",0.172
2007,"02","25","Brazil",0.18
2007,"02","25","India",0.042
2007,"02","25","Indonesia",0.567
2007,"02","25","Mexico",0.066
2007,"02","25","Philippines",0.085
2007,"02","25","Singapore",0.117
2007,"02","25","Thailand",NA
2007,"02","25","Venezuela",0.207
2007,"03","04","Argentina",0.407
2007,"03","04","Bolivia",0.202
2007,"03","04","Brazil",0.213
2007,"03","04","India",0.044
2007,"03","04","Indonesia",0.44
2007,"03","04","Mexico",0.071
2007,"03","04","Philippines",0.088
2007,"03","04","Singapore",0.106
2007,"03","04","Thailand",NA
2007,"03","04","Venezuela",0.199
2007,"03","11","Argentina",0.694
2007,"03","11","Bolivia",0.199
2007,"03","11","Brazil",0.277
2007,"03","11","India",0.043
2007,"03","11","Indonesia",0.341
2007,"03","11","Mexico",0.081
2007,"03","11","Philippines",0.083
2007,"03","11","Singapore",0.104
2007,"03","11","Thailand",NA
2007,"03","11","Venezuela",0.169
2007,"03","18","Argentina",0.933
2007,"03","18","Bolivia",0.127
2007,"03","18","Brazil",0.306
2007,"03","18","India",0.027
2007,"03","18","Indonesia",0.371
2007,"03","18","Mexico",0.072
2007,"03","18","Philippines",0.076
2007,"03","18","Singapore",0.108
2007,"03","18","Thailand",NA
2007,"03","18","Venezuela",0.182
2007,"03","25","Argentina",0.561
2007,"03","25","Bolivia",0.107
2007,"03","25","Brazil",0.317
2007,"03","25","India",0.032
2007,"03","25","Indonesia",0.287
2007,"03","25","Mexico",0.079
2007,"03","25","Philippines",0.076
2007,"03","25","Singapore",0.113
2007,"03","25","Thailand",NA
2007,"03","25","Venezuela",0.177
2007,"04","01","Argentina",0.301
2007,"04","01","Bolivia",0.109
2007,"04","01","Brazil",0.342
2007,"04","01","India",0.026
2007,"04","01","Indonesia",0.42
2007,"04","01","Mexico",0.058
2007,"04","01","Philippines",0.072
2007,"04","01","Singapore",0.109
2007,"04","01","Thailand",NA
2007,"04","01","Venezuela",0.173
2007,"04","08","Argentina",0.316
2007,"04","08","Bolivia",0.093
2007,"04","08","Brazil",0.364
2007,"04","08","India",0.023
2007,"04","08","Indonesia",0.427
2007,"04","08","Mexico",0.066
2007,"04","08","Philippines",0.071
2007,"04","08","Singapore",0.111
2007,"04","08","Thailand",NA
2007,"04","08","Venezuela",0.183
2007,"04","15","Argentina",0.325
2007,"04","15","Bolivia",0.082
2007,"04","15","Brazil",0.384
2007,"04","15","India",0.019
2007,"04","15","Indonesia",0.392
2007,"04","15","Mexico",0.083
2007,"04","15","Philippines",0.068
2007,"04","15","Singapore",0.148
2007,"04","15","Thailand",NA
2007,"04","15","Venezuela",0.166
2007,"04","22","Argentina",0.207
2007,"04","22","Bolivia",0.089
2007,"04","22","Brazil",0.393
2007,"04","22","India",0.028
2007,"04","22","Indonesia",0.352
2007,"04","22","Mexico",0.068
2007,"04","22","Philippines",0.07
2007,"04","22","Singapore",0.142
2007,"04","22","Thailand",NA
2007,"04","22","Venezuela",0.162
2007,"04","29","Argentina",0.128
2007,"04","29","Bolivia",0.081
2007,"04","29","Brazil",0.333
2007,"04","29","India",0.03
2007,"04","29","Indonesia",0.487
2007,"04","29","Mexico",0.073
2007,"04","29","Philippines",0.063
2007,"04","29","Singapore",0.191
2007,"04","29","Thailand",NA
2007,"04","29","Venezuela",0.156
2007,"05","06","Argentina",0.104
2007,"05","06","Bolivia",0.046
2007,"05","06","Brazil",0.269
2007,"05","06","India",0.031
2007,"05","06","Indonesia",0.348
2007,"05","06","Mexico",0.056
2007,"05","06","Philippines",0.062
2007,"05","06","Singapore",0.188
2007,"05","06","Thailand",NA
2007,"05","06","Venezuela",0.179
2007,"05","13","Argentina",0.07
2007,"05","13","Bolivia",0.059
2007,"05","13","Brazil",0.253
2007,"05","13","India",0.029
2007,"05","13","Indonesia",0.299
2007,"05","13","Mexico",0.061
2007,"05","13","Philippines",0.061
2007,"05","13","Singapore",0.213
2007,"05","13","Thailand",NA
2007,"05","13","Venezuela",0.174
2007,"05","20","Argentina",0.053
2007,"05","20","Bolivia",0.064
2007,"05","20","Brazil",0.221
2007,"05","20","India",0.046
2007,"05","20","Indonesia",0.322
2007,"05","20","Mexico",0.07
2007,"05","20","Philippines",0.063
2007,"05","20","Singapore",0.287
2007,"05","20","Thailand",NA
2007,"05","20","Venezuela",0.163
2007,"05","27","Argentina",0.055
2007,"05","27","Bolivia",0.049
2007,"05","27","Brazil",0.173
2007,"05","27","India",0.045
2007,"05","27","Indonesia",0.321
2007,"05","27","Mexico",0.081
2007,"05","27","Philippines",0.072
2007,"05","27","Singapore",0.293
2007,"05","27","Thailand",NA
2007,"05","27","Venezuela",0.17
2007,"06","03","Argentina",0.051
2007,"06","03","Bolivia",0.037
2007,"06","03","Brazil",0.146
2007,"06","03","India",0.06
2007,"06","03","Indonesia",0.317
2007,"06","03","Mexico",0.091
2007,"06","03","Philippines",0.071
2007,"06","03","Singapore",0.263
2007,"06","03","Thailand",NA
2007,"06","03","Venezuela",0.189
2007,"06","10","Argentina",0.053
2007,"06","10","Bolivia",0.029
2007,"06","10","Brazil",0.18
2007,"06","10","India",0.082
2007,"06","10","Indonesia",0.25
2007,"06","10","Mexico",0.096
2007,"06","10","Philippines",0.068
2007,"06","10","Singapore",0.284
2007,"06","10","Thailand",NA
2007,"06","10","Venezuela",0.189
2007,"06","17","Argentina",0.043
2007,"06","17","Bolivia",0.022
2007,"06","17","Brazil",0.13
2007,"06","17","India",0.1
2007,"06","17","Indonesia",0.23
2007,"06","17","Mexico",0.1
2007,"06","17","Philippines",0.078
2007,"06","17","Singapore",0.347
2007,"06","17","Thailand",NA
2007,"06","17","Venezuela",0.224
2007,"06","24","Argentina",0.039
2007,"06","24","Bolivia",0.024
2007,"06","24","Brazil",0.101
2007,"06","24","India",0.116
2007,"06","24","Indonesia",0.188
2007,"06","24","Mexico",0.115
2007,"06","24","Philippines",0.11
2007,"06","24","Singapore",0.434
2007,"06","24","Thailand",NA
2007,"06","24","Venezuela",0.203
2007,"07","01","Argentina",0.024
2007,"07","01","Bolivia",0.024
2007,"07","01","Brazil",0.088
2007,"07","01","India",0.105
2007,"07","01","Indonesia",0.213
2007,"07","01","Mexico",0.104
2007,"07","01","Philippines",0.138
2007,"07","01","Singapore",0.413
2007,"07","01","Thailand",NA
2007,"07","01","Venezuela",0.22
2007,"07","08","Argentina",0.019
2007,"07","08","Bolivia",0.017
2007,"07","08","Brazil",0.1
2007,"07","08","India",0.136
2007,"07","08","Indonesia",0.181
2007,"07","08","Mexico",0.106
2007,"07","08","Philippines",0.168
2007,"07","08","Singapore",0.406
2007,"07","08","Thailand",NA
2007,"07","08","Venezuela",0.234
2007,"07","15","Argentina",0.019
2007,"07","15","Bolivia",0.017
2007,"07","15","Brazil",0.087
2007,"07","15","India",0.129
2007,"07","15","Indonesia",0.22
2007,"07","15","Mexico",0.116
2007,"07","15","Philippines",0.223
2007,"07","15","Singapore",0.377
2007,"07","15","Thailand",NA
2007,"07","15","Venezuela",0.262
2007,"07","22","Argentina",0.019
2007,"07","22","Bolivia",0.018
2007,"07","22","Brazil",0.075
2007,"07","22","India",0.097
2007,"07","22","Indonesia",0.214
2007,"07","22","Mexico",0.118
2007,"07","22","Philippines",0.208
2007,"07","22","Singapore",0.33
2007,"07","22","Thailand",NA
2007,"07","22","Venezuela",0.288
2007,"07","29","Argentina",0.017
2007,"07","29","Bolivia",0.019
2007,"07","29","Brazil",0.074
2007,"07","29","India",0.087
2007,"07","29","Indonesia",0.215
2007,"07","29","Mexico",0.104
2007,"07","29","Philippines",0.158
2007,"07","29","Singapore",0.339
2007,"07","29","Thailand",NA
2007,"07","29","Venezuela",0.309
2007,"08","05","Argentina",0.017
2007,"08","05","Bolivia",0.022
2007,"08","05","Brazil",0.045
2007,"08","05","India",0.1
2007,"08","05","Indonesia",0.234
2007,"08","05","Mexico",0.123
2007,"08","05","Philippines",0.161
2007,"08","05","Singapore",0.232
2007,"08","05","Thailand",NA
2007,"08","05","Venezuela",0.345
2007,"08","12","Argentina",0.019
2007,"08","12","Bolivia",0.019
2007,"08","12","Brazil",0.05
2007,"08","12","India",0.106
2007,"08","12","Indonesia",0.197
2007,"08","12","Mexico",0.149
2007,"08","12","Philippines",0.196
2007,"08","12","Singapore",0.214
2007,"08","12","Thailand",NA
2007,"08","12","Venezuela",0.346
2007,"08","19","Argentina",0.017
2007,"08","19","Bolivia",0.019
2007,"08","19","Brazil",0.051
2007,"08","19","India",0.134
2007,"08","19","Indonesia",0.224
2007,"08","19","Mexico",0.133
2007,"08","19","Philippines",0.199
2007,"08","19","Singapore",0.192
2007,"08","19","Thailand",NA
2007,"08","19","Venezuela",0.388
2007,"08","26","Argentina",0.022
2007,"08","26","Bolivia",0.014
2007,"08","26","Brazil",0.054
2007,"08","26","India",0.118
2007,"08","26","Indonesia",0.209
2007,"08","26","Mexico",0.178
2007,"08","26","Philippines",0.188
2007,"08","26","Singapore",0.176
2007,"08","26","Thailand",NA
2007,"08","26","Venezuela",0.366
2007,"09","02","Argentina",0.022
2007,"09","02","Bolivia",0.012
2007,"09","02","Brazil",0.068
2007,"09","02","India",0.128
2007,"09","02","Indonesia",0.179
2007,"09","02","Mexico",0.186
2007,"09","02","Philippines",0.205
2007,"09","02","Singapore",0.192
2007,"09","02","Thailand",NA
2007,"09","02","Venezuela",0.375
2007,"09","09","Argentina",0.019
2007,"09","09","Bolivia",0.013
2007,"09","09","Brazil",0.065
2007,"09","09","India",0.151
2007,"09","09","Indonesia",0.176
2007,"09","09","Mexico",0.192
2007,"09","09","Philippines",0.189
2007,"09","09","Singapore",0.224
2007,"09","09","Thailand",NA
2007,"09","09","Venezuela",0.353
2007,"09","16","Argentina",0.017
2007,"09","16","Bolivia",0.01
2007,"09","16","Brazil",0.062
2007,"09","16","India",0.159
2007,"09","16","Indonesia",0.233
2007,"09","16","Mexico",0.24
2007,"09","16","Philippines",0.225
2007,"09","16","Singapore",0.23
2007,"09","16","Thailand",NA
2007,"09","16","Venezuela",0.378
2007,"09","23","Argentina",0.034
2007,"09","23","Bolivia",0.009
2007,"09","23","Brazil",0.055
2007,"09","23","India",0.16
2007,"09","23","Indonesia",0.169
2007,"09","23","Mexico",0.274
2007,"09","23","Philippines",0.195
2007,"09","23","Singapore",0.186
2007,"09","23","Thailand",NA
2007,"09","23","Venezuela",0.359
2007,"09","30","Argentina",0.036
2007,"09","30","Bolivia",0.01
2007,"09","30","Brazil",0.059
2007,"09","30","India",0.174
2007,"09","30","Indonesia",0.174
2007,"09","30","Mexico",0.345
2007,"09","30","Philippines",0.248
2007,"09","30","Singapore",0.17
2007,"09","30","Thailand",NA
2007,"09","30","Venezuela",0.362
2007,"10","07","Argentina",0.029
2007,"10","07","Bolivia",0.02
2007,"10","07","Brazil",0.079
2007,"10","07","India",0.205
2007,"10","07","Indonesia",0.111
2007,"10","07","Mexico",0.363
2007,"10","07","Philippines",0.24
2007,"10","07","Singapore",0.151
2007,"10","07","Thailand",NA
2007,"10","07","Venezuela",0.385
2007,"10","14","Argentina",0.024
2007,"10","14","Bolivia",0.03
2007,"10","14","Brazil",0.119
2007,"10","14","India",0.197
2007,"10","14","Indonesia",0.126
2007,"10","14","Mexico",0.488
